,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
11670,2203500140,20140801T000000,320000.0,4,1.5,1100,11824,1.0,0,0,4,7,1100,0,1954,0,98006,47.5704,-122.141,1380,11796
1727,5088500310,20150312T000000,435000.0,3,2.0,2660,16677,1.0,0,0,3,9,2210,450,1990,0,98038,47.3689,-122.055,2660,11355
3661,4392200165,20140904T000000,440000.0,1,1.0,850,6567,1.0,0,0,4,6,850,0,1940,0,98010,47.327,-122.039,2160,9794
20506,7203101590,20150108T000000,305000.0,2,1.0,1290,3383,2.0,0,0,3,7,1290,0,2008,0,98053,47.6968,-122.025,1290,2828
7095,8563030280,20140513T000000,700000.0,3,2.5,2030,8398,2.0,0,0,4,9,2030,0,1975,0,98008,47.6272,-122.095,2450,8104
16080,3330500345,20150420T000000,230000.0,2,1.0,1280,4635,1.0,0,0,3,6,840,440,1917,0,98118,47.5532,-122.28,1660,6180
14584,9277200180,20150420T000000,410000.0,3,1.0,1410,5000,1.0,0,0,3,6,980,430,1925,0,98116,47.5769,-122.397,1410,5000
15854,7199310290,20140905T000000,583500.0,3,1.75,1720,7800,1.0,0,0,4,7,1170,550,1978,0,98052,47.6928,-122.125,1760,7276
7389,8669160010,20150325T000000,292500.0,3,2.5,2095,3438,2.0,0,0,3,7,2095,0,2008,0,98002,47.3523,-122.213,1805,3402
6406,7272000980,20150226T000000,279000.0,3,1.75,1750,9623,1.0,0,0,3,7,1150,600,1962,0,98198,47.3997,-122.313,1820,9623
6679,2619920010,20140703T000000,815000.0,4,2.5,3150,4203,2.0,0,0,3,9,3150,0,2002,0,98033,47.688,-122.164,3150,5169
6913,6738700225,20140912T000000,1030000.0,4,3.25,2830,4000,2.0,0,0,3,9,1910,920,1912,2012,98144,47.5845,-122.291,2740,4000
16621,2607720440,20150304T000000,470000.0,3,2.5,1980,9725,2.0,0,0,3,8,1980,0,1994,0,98045,47.4856,-121.802,2070,9834
17448,7806210250,20150406T000000,235000.0,4,1.75,1920,9350,1.0,0,0,4,7,1000,920,1977,0,98002,47.292,-122.195,1910,8400
2753,5104530240,20140724T000000,346950.0,3,2.5,2040,4348,2.0,0,0,4,8,2040,0,2006,0,98038,47.3517,-121.999,2380,4348
9771,8562740400,20140515T000000,689900.0,4,3.25,2740,7266,2.0,0,0,3,9,2060,680,2003,0,98027,47.5346,-122.066,3030,6546
8607,7436500360,20140606T000000,510000.0,3,1.75,1480,7040,1.0,0,0,3,7,1480,0,1974,0,98033,47.6723,-122.169,2040,7810
16816,8029500380,20140731T000000,305000.0,3,2.0,1830,10873,1.0,0,0,3,8,1830,0,1989,0,98023,47.3066,-122.394,2490,8976
11309,5379802650,20150225T000000,273000.0,3,1.0,1560,7800,1.0,0,0,3,7,1560,0,1955,0,98188,47.4549,-122.287,1468,9375
14341,6790200180,20140603T000000,600000.0,4,2.5,2620,9873,2.0,0,0,3,8,2620,0,1987,0,98075,47.5822,-122.051,2520,9935
5883,4364200250,20141201T000000,400375.0,4,1.75,1690,7680,1.0,0,0,5,6,890,800,1946,0,98126,47.5296,-122.375,1060,7680
8688,6769200040,20141218T000000,520000.0,3,1.75,2080,6609,1.0,0,0,3,7,1280,800,1950,0,98115,47.6883,-122.3,1680,6270
17975,2125410210,20141206T000000,430000.0,3,2.25,2160,6527,2.0,0,0,4,7,1580,580,1987,0,98034,47.7292,-122.212,1950,9675
1872,5505700055,20140730T000000,345000.0,5,3.0,2080,6150,1.0,0,0,3,7,1040,1040,1950,0,98116,47.5707,-122.394,1420,6150
18348,5112800210,20141024T000000,255950.0,4,1.0,1500,11050,1.0,0,0,5,7,1500,0,1964,0,98058,47.4509,-122.088,1970,20800
2184,7212660640,20150326T000000,333000.0,4,2.5,2400,7270,2.0,0,0,3,8,2400,0,1993,0,98003,47.2697,-122.312,2150,6584
15835,5317100780,20140512T000000,1300000.0,4,3.25,2330,9687,2.0,0,3,3,9,2330,0,1918,0,98112,47.6264,-122.283,3880,9017
7616,6791050100,20140721T000000,775000.0,3,2.5,2890,8470,2.0,0,0,3,10,2890,0,1996,0,98075,47.5785,-122.054,3000,8879
16318,8001450170,20140804T000000,274950.0,3,1.75,1840,16679,1.0,0,0,3,8,1840,0,1989,0,98001,47.3207,-122.275,1910,15571
6086,9828200525,20140815T000000,330000.0,1,1.0,860,4800,1.0,0,0,3,6,860,0,1907,0,98122,47.6146,-122.299,1380,4800
4651,859000110,20141002T000000,125000.0,1,1.0,500,7440,1.0,0,0,1,5,500,0,1928,0,98106,47.5252,-122.362,1350,7440
9514,1843100540,20150429T000000,380000.0,3,2.25,2530,12042,2.0,0,0,3,8,2530,0,1989,0,98042,47.3742,-122.125,2480,10172
14992,6446200190,20150420T000000,563750.0,4,2.75,2690,25000,1.0,0,0,3,8,1750,940,1978,0,98029,47.5537,-122.026,2640,28250
14384,5631500967,20150204T000000,476000.0,4,1.75,2340,17541,1.0,0,0,4,7,1360,980,1956,0,98028,47.745,-122.229,2250,9212
19439,8562901010,20140926T000000,505000.0,2,3.0,2770,10800,1.5,0,0,5,8,1910,860,1984,0,98074,47.6082,-122.057,2140,10800
14231,2652500155,20141029T000000,815000.0,4,1.75,1820,4500,1.5,0,0,3,8,1820,0,1921,0,98119,47.6429,-122.36,1870,3600
9337,9543000945,20150427T000000,182500.0,3,2.25,1830,4744,2.0,0,0,3,7,1830,0,1997,0,98001,47.2734,-122.248,1670,8001
15508,3791500050,20150429T000000,405000.0,3,1.5,1240,9975,1.0,0,0,3,6,1240,0,1977,0,98024,47.5667,-121.905,1390,10735
2604,1024069037,20140915T000000,525000.0,3,2.0,1600,16530,1.0,0,0,5,7,1600,0,1967,0,98075,47.5821,-122.016,1850,41006
14132,1962200145,20150320T000000,810000.0,3,1.75,2060,3300,2.0,0,0,4,9,1500,560,1918,0,98102,47.6498,-122.32,1830,3712
940,2768301715,20150311T000000,565000.0,4,3.0,2020,4300,1.5,0,0,3,6,2020,0,1900,0,98107,47.6653,-122.372,1290,3440
19280,3658700395,20150409T000000,628000.0,4,1.75,1940,3060,1.0,0,0,4,7,1000,940,1911,0,98115,47.6786,-122.317,1320,3060
16638,1773100430,20150424T000000,313500.0,2,1.5,1270,1282,2.0,0,0,3,8,1000,270,2006,0,98106,47.5581,-122.363,1270,1325
10264,5694500200,20140813T000000,829000.0,4,3.0,3310,4500,2.5,0,0,5,9,2910,400,1900,0,98103,47.6594,-122.345,1440,3750
11811,2206500550,20141117T000000,375000.0,3,1.0,1040,9800,1.0,0,0,4,7,1040,0,1955,0,98006,47.5765,-122.155,1280,8880
8777,5126310110,20140722T000000,540000.0,4,2.5,2600,9935,2.0,0,0,3,8,2600,0,2005,0,98059,47.4865,-122.142,2830,7620
15981,9347900020,20150127T000000,230000.0,3,1.0,880,9035,1.0,0,0,4,6,880,0,1967,0,98059,47.476,-122.151,1440,10350
19898,422000075,20140711T000000,389950.0,4,2.5,2240,5500,2.0,0,0,3,8,2240,0,2013,0,98056,47.496,-122.169,700,5500
4872,1524079093,20140827T000000,275000.0,3,1.75,1300,20700,1.0,0,0,3,7,1300,0,1962,0,98024,47.5587,-121.904,1930,37638
5721,1448800010,20140901T000000,289950.0,3,2.25,1740,9370,1.0,0,0,3,7,1390,350,1992,0,98198,47.391,-122.316,1740,7555
874,7805450810,20140530T000000,860000.0,3,2.25,3060,12095,2.0,0,0,3,10,3060,0,1983,0,98006,47.5611,-122.106,3060,11455
1243,1796100140,20140715T000000,170000.0,3,1.5,1350,81549,1.0,0,0,2,7,1350,0,1966,0,98092,47.3099,-122.09,2220,93825
18480,1761600150,20140730T000000,358000.0,3,1.5,1250,7194,1.0,0,0,4,7,1250,0,1969,0,98034,47.7298,-122.231,1340,7242
1106,2505500030,20140703T000000,1127000.0,4,2.5,3160,8281,2.0,0,0,4,9,3160,0,1995,0,98033,47.6699,-122.195,3000,8281
2646,3176600055,20140717T000000,656000.0,3,1.75,1480,7475,1.5,0,0,3,8,1480,0,1943,0,98115,47.6732,-122.272,2120,7216
1434,625049286,20140815T000000,640000.0,3,1.0,1530,4944,1.0,0,0,3,7,1530,0,1950,0,98103,47.6857,-122.341,1500,4944
20959,2222059154,20140813T000000,407000.0,4,2.5,2927,6000,2.0,0,0,3,7,2927,0,2011,0,98042,47.3737,-122.16,2533,6000
20207,1327600190,20150410T000000,454950.0,4,2.5,2413,5701,2.0,0,0,3,8,2413,0,2014,0,98042,47.3731,-122.159,2380,5725
4389,9237800100,20150204T000000,580000.0,3,2.25,1640,8625,1.0,0,0,3,8,1320,320,1987,0,98052,47.6772,-122.153,1770,9476
19935,9126100814,20141008T000000,515000.0,3,2.0,1560,1020,3.0,0,0,3,8,1560,0,2014,0,98122,47.605,-122.304,1560,1728
5777,7839300185,20150206T000000,225000.0,3,1.0,1340,4800,1.5,0,0,4,5,1340,0,1903,0,98055,47.477,-122.209,1240,4800
4734,7399800110,20141209T000000,565000.0,4,2.75,1960,48787,1.5,0,0,4,9,1960,0,1983,0,98072,47.7484,-122.111,1970,36425
16231,1423900080,20141218T000000,260000.0,4,1.75,1360,7700,1.0,0,0,4,7,1360,0,1966,0,98058,47.4558,-122.177,1321,7756
2,5631500400,20150225T000000,180000.0,2,1.0,770,10000,1.0,0,0,3,6,770,0,1933,0,98028,47.7379,-122.233,2720,8062
10715,6145601890,20140819T000000,415000.0,5,1.75,1960,3748,1.0,0,0,3,7,980,980,1965,0,98133,47.7027,-122.349,1410,3844
15145,8712100020,20150127T000000,600000.0,2,1.0,1290,4636,1.0,0,0,3,7,1290,0,1924,0,98112,47.6393,-122.301,1940,4635
534,1521069070,20150218T000000,204000.0,3,1.0,1040,7405,1.0,0,0,4,6,1040,0,1971,0,98010,47.3105,-122.021,1580,7405
11996,3123800125,20141121T000000,315000.0,2,1.0,900,8556,1.0,0,0,3,6,760,140,1941,0,98136,47.5148,-122.386,1500,8556
5804,5559900080,20141104T000000,272000.0,4,2.25,1880,6160,2.0,0,0,3,7,1880,0,1993,0,98023,47.3214,-122.347,1580,6405
12613,3225069241,20150422T000000,2000000.0,3,2.5,3490,21064,1.0,1,4,3,10,2290,1200,1968,0,98074,47.6092,-122.073,1780,15244
5911,1860600840,20140815T000000,925000.0,3,3.0,2560,3600,2.0,0,0,3,10,2110,450,1994,0,98119,47.633,-122.37,2160,3600
3574,6600490300,20150126T000000,230000.0,2,2.0,1300,3608,1.0,0,0,3,7,1300,0,2004,0,98198,47.3623,-122.309,1510,3608
7967,3885805035,20150508T000000,687500.0,2,1.0,1040,7200,1.0,0,0,4,6,1040,0,1955,0,98033,47.6823,-122.203,1640,7200
4419,6821600265,20150305T000000,425000.0,2,1.0,1270,6000,1.0,0,0,3,7,1270,0,1939,0,98199,47.6482,-122.393,1770,6000
7411,926069132,20140520T000000,450000.0,3,1.5,2060,44866,1.0,0,0,3,8,2060,0,1953,0,98077,47.7503,-122.051,2320,43995
19761,889000024,20150316T000000,645000.0,3,2.25,1640,1023,3.0,0,0,3,8,1640,0,2014,0,98105,47.6636,-122.319,1720,1960
20348,2781240050,20150507T000000,349950.0,3,2.0,1640,4714,1.0,0,0,3,8,1640,0,2009,0,98038,47.3539,-122.021,1770,4802
10687,7011200160,20141113T000000,595000.0,3,1.75,2060,3600,1.5,0,0,3,7,1180,880,1905,1985,98119,47.6389,-122.371,1730,2475
11109,4337000070,20150309T000000,200000.0,3,1.0,930,7590,1.0,0,0,3,6,820,110,1943,0,98166,47.4802,-122.335,1220,7590
2602,8113101232,20141202T000000,343000.0,2,1.0,1180,9261,1.0,0,0,4,7,940,240,1957,0,98118,47.5492,-122.274,1700,6325
8121,9183700845,20141218T000000,175000.0,2,1.0,800,7150,1.0,0,0,3,5,800,0,1933,0,98030,47.3788,-122.224,1220,8019
2547,3630120960,20140718T000000,715000.0,3,3.25,3230,5000,2.0,0,0,3,9,3230,0,2006,0,98029,47.5558,-122.002,2670,3977
1802,1705400055,20140719T000000,519000.0,4,1.0,1640,6305,1.5,0,0,5,6,1640,0,1907,0,98118,47.5563,-122.28,1590,4816
6230,2212200500,20140623T000000,269500.0,3,1.75,1840,7412,1.0,0,0,4,7,1240,600,1976,0,98031,47.3933,-122.188,1980,7350
6579,321049090,20140626T000000,254000.0,5,2.0,2080,16117,1.0,0,0,5,7,1740,340,1959,0,98001,47.3424,-122.289,1510,13068
21612,1523300157,20141015T000000,325000.0,2,0.75,1020,1076,2.0,0,0,3,7,1020,0,2008,0,98144,47.5941,-122.299,1020,1357
9405,4302201005,20141007T000000,353900.0,3,1.75,1560,5760,1.0,0,0,5,6,780,780,1927,0,98106,47.5272,-122.359,1320,7680
18447,2484700155,20141014T000000,705000.0,4,2.0,2060,6000,1.0,0,1,4,8,1370,690,1954,0,98136,47.5237,-122.383,2060,6600
5482,3825500020,20150218T000000,550000.0,4,2.5,3350,6605,2.0,0,0,3,8,2670,680,1990,0,98011,47.7498,-122.181,2730,5962
7517,2223059052,20140529T000000,231000.0,4,2.0,1530,6375,2.0,0,0,3,7,1530,0,1942,1983,98058,47.4692,-122.162,1500,8712
8479,8078100120,20150319T000000,340000.0,4,2.5,2170,19785,2.0,0,0,3,8,2170,0,1992,0,98031,47.4034,-122.167,2280,8616
14814,7227502507,20140709T000000,545000.0,3,2.5,2760,17377,2.0,0,0,3,9,2760,0,2002,0,98056,47.4929,-122.188,1940,8504
16116,8026200080,20140715T000000,372000.0,4,1.75,1890,10550,1.0,0,0,5,7,1010,880,1969,0,98056,47.5147,-122.193,1930,7291
2826,8100000090,20141111T000000,256000.0,3,2.5,1480,7200,2.0,0,0,5,7,1480,0,1995,0,98010,47.3126,-122.023,1350,7200
1355,6844703240,20140702T000000,1075000.0,3,2.5,3280,10302,1.0,0,0,3,10,1680,1600,1970,0,98115,47.6948,-122.286,1550,6300
17094,4099500605,20150417T000000,840000.0,4,2.5,2360,9600,1.0,0,2,3,8,1630,730,1973,0,98040,47.5889,-122.249,2140,6300
10928,2530800070,20140911T000000,711000.0,4,2.5,2095,4400,1.5,0,0,5,8,1295,800,1910,0,98116,47.5838,-122.39,1980,4400
14896,7214400095,20141027T000000,667500.0,3,2.0,2040,4841,1.0,0,0,4,7,1020,1020,1949,0,98115,47.6778,-122.302,1600,4841
7937,2113700115,20150504T000000,369950.0,3,2.0,1520,4000,1.0,0,0,5,6,800,720,1943,0,98106,47.531,-122.351,1430,4000
15354,3066200460,20141218T000000,572500.0,3,2.0,2290,11200,2.0,0,0,3,9,2290,0,1979,0,98052,47.6517,-122.124,2250,10000
18934,7760400900,20140916T000000,279000.0,4,2.5,2040,8076,2.0,0,0,3,7,2040,0,1994,0,98042,47.3691,-122.074,2040,8408
3663,7625702615,20150114T000000,400000.0,2,1.0,610,4560,1.0,0,0,3,5,610,0,1918,0,98136,47.5498,-122.383,930,1392
16754,2294900010,20140813T000000,478000.0,3,1.75,2790,36585,1.0,0,0,4,8,1410,1380,1970,0,98027,47.4734,-121.999,1900,45302
12570,3095000040,20141016T000000,315000.0,1,0.75,770,4600,1.0,0,0,4,6,770,0,1910,0,98126,47.5565,-122.377,1550,4600
17016,2346200050,20141017T000000,760369.0,5,2.5,2870,4712,2.0,0,0,3,9,2870,0,2014,0,98006,47.5463,-122.182,2870,6768
6634,1853200190,20141103T000000,612000.0,4,2.5,2670,5974,2.0,0,0,3,8,2670,0,1999,0,98034,47.7122,-122.231,2140,5729
13029,1854900410,20141101T000000,644500.0,4,2.5,2990,5342,2.0,0,0,3,8,2990,0,2004,0,98074,47.6124,-122.009,2990,5936
14021,7466900220,20141212T000000,170000.0,2,1.0,1300,11400,1.0,0,0,3,7,1300,0,1961,0,98003,47.3459,-122.299,1360,9750
5231,6979900080,20141125T000000,635000.0,3,2.5,3610,26359,1.0,0,0,3,8,1950,1660,1998,0,98053,47.6306,-121.968,2620,26427
11823,2759500105,20140730T000000,419000.0,3,1.5,1500,8272,1.0,0,0,4,7,1500,0,1958,0,98177,47.7741,-122.38,1630,8270
18974,5451210150,20140514T000000,955000.0,5,2.25,2510,9887,2.0,0,0,3,8,2510,0,1972,0,98040,47.5339,-122.223,2510,10006
15277,2619920170,20141001T000000,772500.0,4,2.5,3230,4290,2.0,0,0,3,9,3230,0,2004,0,98033,47.6874,-122.161,3220,5083
5046,1965200010,20141110T000000,600000.0,2,1.0,1110,3500,1.5,0,0,3,6,970,140,1912,0,98102,47.6453,-122.327,1884,1778
11832,2591730200,20140717T000000,249900.0,3,2.0,1220,6404,1.0,0,0,3,7,1220,0,1994,0,98038,47.3523,-122.059,1570,7000
3957,7525530100,20140908T000000,1020000.0,5,3.5,4180,17841,2.0,0,2,3,10,3160,1020,1990,0,98075,47.5618,-122.037,3260,12608
5254,1898200080,20150312T000000,349000.0,3,2.5,2550,7709,2.0,0,0,3,9,2550,0,1989,0,98023,47.3081,-122.391,2410,9250
4097,1898310110,20141202T000000,280000.0,3,2.5,1800,8697,2.0,0,0,3,8,1800,0,1987,0,98023,47.3115,-122.4,1770,8390
5595,3905030480,20140617T000000,536000.0,4,2.25,1990,5948,2.0,0,0,3,8,1990,0,1991,0,98029,47.5712,-121.995,2150,6459
10641,5652600069,20140917T000000,440000.0,3,1.5,1690,6010,1.0,0,0,3,7,1230,460,1946,0,98115,47.6955,-122.291,1690,5418
5111,8651510020,20140827T000000,492000.0,3,2.25,2100,7335,2.0,0,0,3,8,2100,0,1983,0,98074,47.647,-122.061,2050,8930
19400,7335400065,20141218T000000,229950.0,4,1.5,1570,6717,1.0,0,0,5,6,1570,0,1911,0,98002,47.307,-122.217,1140,6716
6977,1710400005,20141119T000000,690000.0,3,2.0,1770,1800,3.0,0,0,3,8,1770,0,1999,0,98122,47.6102,-122.314,1890,3200
18513,7657000210,20140818T000000,280000.0,3,1.75,1550,7410,1.5,0,0,5,7,1550,0,1944,0,98178,47.4951,-122.237,1250,7467
8975,2597531110,20140909T000000,812500.0,4,2.5,2750,10159,2.0,0,0,3,10,2750,0,1991,0,98006,47.5426,-122.135,3160,10159
2509,1024069159,20150313T000000,526000.0,3,1.75,1780,37801,1.0,0,0,3,7,1300,480,1977,0,98075,47.5858,-122.015,2380,47480
1010,1254200075,20140509T000000,460000.0,4,1.75,1750,5500,1.5,0,0,5,7,1050,700,1926,0,98117,47.6802,-122.388,1640,5500
9207,6414600051,20150303T000000,425000.0,2,1.0,1160,17700,1.0,0,0,3,7,1160,0,1947,0,98133,47.7244,-122.331,1440,9000
15503,2472920780,20141126T000000,395000.0,4,2.5,2250,6840,2.0,0,0,3,9,2250,0,1987,0,98058,47.4398,-122.151,2480,7386
20659,255460240,20150423T000000,398096.0,3,2.5,2370,5321,2.0,0,0,3,8,2370,0,2014,0,98038,47.37,-122.019,2370,4357
3609,8658303585,20140807T000000,252500.0,2,1.0,900,7500,1.0,0,0,4,6,900,0,1961,0,98014,47.6481,-121.916,1190,10000
20924,7853361210,20150218T000000,400000.0,3,2.0,1650,5027,1.5,0,0,3,7,1650,0,2009,0,98065,47.515,-121.874,2430,6000
15901,8022900005,20141119T000000,315000.0,3,1.5,1700,8067,1.0,0,0,3,7,1250,450,1956,0,98155,47.7384,-122.324,1340,7869
17977,3598600088,20150109T000000,311000.0,4,2.5,2090,11645,1.0,0,0,3,7,1200,890,1962,0,98168,47.4759,-122.299,1450,9481
13220,1061400180,20150106T000000,240000.0,3,1.0,1550,12670,1.0,0,0,4,7,1550,0,1962,0,98056,47.5024,-122.169,1550,8880
3928,7135520300,20150407T000000,1300000.0,3,2.75,4120,16365,1.0,0,2,3,12,4120,0,1999,0,98059,47.5265,-122.148,4020,14110
21332,9266700190,20150511T000000,245000.0,1,1.0,390,2000,1.0,0,0,4,6,390,0,1920,0,98103,47.6938,-122.347,1340,5100
8017,3223039089,20140929T000000,275000.0,3,1.0,1230,171190,1.0,0,0,3,7,1230,0,1973,0,98070,47.4397,-122.46,1550,15450
9487,6072800205,20141119T000000,2375000.0,4,2.5,3220,20251,1.0,0,0,3,10,3220,0,1969,0,98006,47.5692,-122.192,4200,22114
12796,7788400065,20150315T000000,317000.0,3,1.0,1270,8925,1.0,0,0,5,7,1270,0,1955,0,98056,47.5124,-122.165,1270,8996
6100,7128300500,20141230T000000,495000.0,3,2.25,2100,3000,2.0,0,0,3,7,2100,0,1996,0,98144,47.595,-122.306,1650,4500
3071,5652601425,20150423T000000,595000.0,4,2.5,2030,10722,1.0,0,0,3,7,1100,930,1967,0,98115,47.6955,-122.301,1610,9134
17856,8820902549,20141119T000000,718000.0,3,1.75,2280,3446,2.0,0,0,3,8,2280,0,1949,1991,98125,47.715,-122.282,1610,6670
6960,5145100080,20150206T000000,475000.0,3,1.75,1780,8033,1.0,0,0,2,7,1210,570,1977,0,98034,47.7275,-122.219,1630,7508
85,4232902595,20141114T000000,940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800
19277,822069066,20150223T000000,365000.0,4,2.5,1620,219542,2.0,0,0,3,7,1620,0,1980,0,98038,47.4014,-122.069,2240,217800
10148,1357300240,20141027T000000,333500.0,3,1.75,1320,7200,1.0,0,0,4,7,1320,0,1977,0,98028,47.7341,-122.237,1750,7260
9388,7857000716,20150313T000000,334998.0,2,1.0,1800,5182,1.0,0,0,3,6,900,900,1942,0,98108,47.5508,-122.3,1570,5876
16694,8722100825,20150429T000000,1049000.0,3,2.25,2610,3357,2.0,0,0,4,7,1980,630,1926,0,98112,47.638,-122.306,1940,3357
5946,461004095,20140721T000000,514000.0,3,1.75,1620,5000,1.0,0,0,3,7,920,700,1954,0,98117,47.681,-122.372,1610,5000
867,8665050060,20140731T000000,457500.0,3,2.5,1500,4445,2.0,0,0,3,8,1500,0,1996,0,98029,47.5682,-122.005,1730,4408
4505,5561300750,20140725T000000,518000.0,4,2.25,2640,34870,1.0,0,0,3,8,1770,870,1977,0,98027,47.4688,-122.009,2500,35580
21163,1099950050,20141229T000000,620000.0,4,3.5,3880,8244,2.0,0,0,3,10,3060,820,2007,0,98019,47.7426,-121.976,3180,10947
5755,4139490190,20140711T000000,1500000.0,4,3.5,4410,12426,2.0,0,2,3,12,3420,990,1996,0,98006,47.5518,-122.107,4090,12127
10324,6414600232,20150420T000000,535000.0,3,2.25,2050,6648,1.0,0,0,3,7,1230,820,1990,0,98133,47.7258,-122.332,1760,7200
11229,1005000240,20141219T000000,395000.0,2,1.0,1200,6014,1.0,0,0,4,6,600,600,1949,0,98118,47.5357,-122.28,1270,4652
1609,3832310350,20141021T000000,229900.0,3,1.75,1100,7224,1.0,0,0,3,7,1100,0,1981,0,98032,47.3717,-122.277,1700,8447
3001,8082400100,20140825T000000,535000.0,3,1.75,1380,3561,1.0,0,0,4,7,860,520,1925,0,98117,47.6822,-122.399,1820,4593
702,6205500030,20141103T000000,480000.0,4,2.0,2180,10575,1.0,0,0,2,6,1730,450,1950,0,98005,47.589,-122.177,2180,12010
20968,3336500180,20140605T000000,324500.0,3,2.5,1660,3990,2.0,0,0,3,7,1660,0,2009,0,98118,47.5298,-122.268,1670,4050
2568,7645900055,20140624T000000,530000.0,2,1.5,1580,3680,1.0,0,2,3,8,1280,300,1941,0,98126,47.5762,-122.377,1730,3680
12243,8099800340,20141224T000000,480000.0,3,1.5,1540,20281,1.0,0,0,3,7,1540,0,1977,0,98075,47.5817,-122.007,1710,21090
13423,622100074,20141110T000000,720000.0,3,2.75,2440,76531,1.0,0,0,3,10,1640,800,1980,0,98072,47.7672,-122.161,1890,10042
4327,2771102158,20141021T000000,395000.0,3,3.5,1450,1263,2.0,0,0,3,8,1160,290,2007,0,98199,47.6508,-122.383,1390,1282
6610,1542800010,20140909T000000,472500.0,3,2.5,1650,3711,2.0,0,0,3,8,1650,0,1996,0,98052,47.6863,-122.093,1760,3762
1361,1925069082,20150511T000000,2200000.0,5,4.25,4640,22703,2.0,1,4,5,8,2860,1780,1952,0,98052,47.6393,-122.097,3140,14200
20769,5244801550,20140916T000000,1112000.0,4,3.0,2770,2650,2.0,0,0,3,9,2180,590,2014,0,98109,47.6435,-122.354,1820,2960
821,6799300270,20140806T000000,310950.0,4,2.5,2030,4997,2.0,0,0,3,8,2030,0,2004,0,98031,47.393,-122.184,2095,5500
14389,7849201020,20140821T000000,335000.0,4,1.75,1950,13440,1.5,0,0,4,6,1950,0,1931,0,98065,47.5232,-121.821,1300,7432
1755,7784400060,20150120T000000,545000.0,3,2.5,2370,9000,1.0,0,3,4,8,1570,800,1952,0,98146,47.4922,-122.365,2120,9500
18000,2320069089,20140930T000000,212000.0,3,1.5,1830,12233,1.5,0,0,4,5,1830,0,1930,0,98022,47.2057,-122.003,1520,12233
6106,7611200086,20140602T000000,686000.0,3,1.5,1840,9990,2.0,0,0,5,8,1840,0,1961,0,98177,47.7145,-122.369,2100,12474
21553,2522059251,20150409T000000,465000.0,3,2.5,2050,15035,2.0,0,0,3,9,2050,0,2006,0,98042,47.3619,-122.122,1300,15836
12453,4022900951,20150402T000000,305000.0,2,1.0,910,22725,1.0,0,0,1,6,910,0,1926,0,98155,47.7712,-122.299,2000,14566
4878,8805900430,20141229T000000,1151250.0,4,2.5,1940,4875,2.0,0,0,4,9,1940,0,1925,0,98112,47.6427,-122.304,1790,4875
7551,1237500120,20140520T000000,300000.0,3,1.0,1090,9900,1.0,0,0,4,7,1090,0,1955,0,98052,47.6755,-122.16,1720,10419
1067,1607100139,20140725T000000,250000.0,3,1.0,1190,6250,1.0,0,0,3,7,990,200,1954,0,98108,47.5658,-122.292,1760,6434
9965,1560920370,20141107T000000,485000.0,3,2.25,2900,35273,2.0,0,0,3,9,2900,0,1986,0,98038,47.4013,-122.03,2510,38487
9858,3720800070,20150127T000000,1100000.0,4,3.0,2880,5500,2.0,0,0,4,9,1920,960,1926,0,98102,47.6448,-122.317,2110,5500
21519,1702901618,20150407T000000,420000.0,1,2.0,1070,675,2.0,0,0,3,8,880,190,2007,0,98118,47.5574,-122.284,1220,788
1902,3876300890,20141211T000000,485000.0,4,2.75,2560,8956,1.0,0,0,4,7,1500,1060,1968,0,98034,47.7278,-122.177,2280,9234
2507,3629910370,20150410T000000,650000.0,3,2.5,2190,3600,2.0,0,0,3,9,2190,0,2003,0,98029,47.5506,-121.993,2300,3600
8097,4054560120,20141008T000000,970000.0,3,3.5,3840,53696,2.0,0,0,3,9,3840,0,1996,0,98077,47.7322,-122.035,3810,35181
12097,2914700310,20140922T000000,398000.0,4,1.0,1420,6458,1.0,0,0,4,7,1420,0,1953,0,98117,47.6988,-122.358,1670,6350
21611,291310100,20150116T000000,400000.0,3,2.5,1600,2388,2.0,0,0,3,8,1600,0,2004,0,98027,47.5345,-122.069,1410,1287
18561,7852150720,20140922T000000,405000.0,3,2.5,2070,4697,2.0,0,0,3,7,2070,0,2002,0,98065,47.5307,-121.875,2230,4437
11160,6662400105,20141030T000000,375000.0,3,2.5,1580,5725,2.0,0,0,3,7,1580,0,2004,0,98072,47.7611,-122.161,1510,5725
565,7203102050,20140728T000000,435000.0,3,2.5,1840,5680,2.0,0,0,3,7,1840,0,2008,0,98053,47.6969,-122.026,1600,4697
6390,4139430250,20150330T000000,1436000.0,4,3.5,4970,16582,2.0,0,3,4,11,3930,1040,1992,0,98006,47.5496,-122.12,3580,13335
17097,1828000050,20140514T000000,625000.0,4,2.75,1680,11180,1.0,0,0,4,7,1680,0,1966,0,98052,47.6557,-122.127,2400,9627
2038,3395040550,20140728T000000,250000.0,3,2.5,1530,2890,2.0,0,0,3,7,1530,0,2001,0,98108,47.5434,-122.293,1540,2890
15128,8944460020,20150305T000000,340000.0,4,2.5,2665,5868,2.0,0,0,3,9,2665,0,2006,0,98030,47.3831,-122.185,2665,6092
